state,city,date,company,carjacking_happened_via_the_app,driver_deceased,source,additional_sources
Oklahoma,Oklahoma City,09/28/2020,Lyft,Yes,,https://www.documentcloud.org/documents/21013759-oklahoma-city-09_28_2020_redacted,"['https://www.news9.com/story/60d10af3917ecb0bde158604/lyft-driver-shot-6-times-during-armed-robbery-struggling-to-recover-', 'https://www.ridesharelawgroup.com/lyft-driver-in-critical-condition-after-shooting-in-oklahoma-city/', 'https://www.news9.com/story/5f7270cc921ae83db760ed90/lyft-driver-hospitalized-after-passengers-shoot-rob-him-police-say']"
Pennsylvania,Philadelphia,03/27/2021,Lyft,Yes,,https://www.foxnews.com/us/lyft-driver-carjacking-attempt-shoots-teenage-suspect-report-says,['https://www.fox29.com/news/14-year-old-accused-of-attempting-to-carjack-lyft-driver-shot-by-victim']
South Dakota,Sioux Falls,05/18/2021,Lyft,Yes,,https://kelo.com/2021/05/19/170965/,
Tennessee,Memphis,01/01/2020,Lyft,Yes,,https://www.wmcactionnews5.com/2020/01/02/men-accused-carjacking-robbing-mid-south-lyft-driver-gunpoint/,
Tennessee,Memphis,05/18/2021,Lyft,Unclear,,https://www.fox13memphis.com/news/local/2-arrested-carjacking-lyft-driver-whitehaven-records-show/FCJDYW7C5JDJ3F6FOWC7KL6PJM/,
Tennessee,Nashville,12/30/2020,Uber,Yes,,https://krdo.com/news/national-world/2021/01/05/uber-driver-thankful-to-be-alive-after-being-shot-in-head-by-passenger/,"['https://www.gofundme.com/f/join-in-joshs-sweet-recovery?utm_campaign=p_cp_url&utm_medium=os&utm_source=customer', 'https://www.newschannel5.com/news/uber-driver-shares-story-of-survival-after-shooting-robbery']"
Texas,Dallas,1/8/2021,Uber,Yes,Yes,https://www.wfaa.com/article/news/crime/ride-share-driver-stabbed-and-ran-over-by-amazon-fulfillment-center-worker/287-b2dc0ecb-382f-440b-87b6-69b0372c7881,['https://www.dallasnews.com/news/crime/2021/01/10/21-year-old-accused-of-killing-rideshare-driver-dallas-police-say/']
Texas,Haltom City (Ft. Worth area),01/23/2021,Uber Eats,No,Yes,https://www.ksat.com/news/texas/2021/01/29/2-teens-charged-in-slaying-of-texas-mother-who-was-delivering-uber-eats/,"['https://www.facebook.com/HaltomCityPoliceDept/posts/4227738130602312', 'https://www.ksat.com/news/texas/2021/01/29/2-teens-charged-in-slaying-of-texas-mother-who-was-delivering-uber-eats/']"
Texas,Grapevine,05/13/2021,Uber,Yes,,https://www.wfaa.com/article/news/crime/suspect-grapevine-carjacking-uber-driver/287-e30221e6-7ac3-4133-859b-17738a8a8dc2,"['https://www.star-telegram.com/news/local/crime/article251383308.html', 'https://www.fox4news.com/news/passenger-accused-of-stabbing-carjacking-uber-driver-in-grapevine']"
Texas,Houston,02/05/2021,Uber Eats,Unclear,,https://www.khou.com/article/news/crime/uber-eats-driver-carjacking-swinden-drive-harris-county/285-c1f5a7d0-5c91-46e8-86fc-5ad4f82a554f,
Texas,Houston,03/20/2021,Uber,No,,https://www.khou.com/article/news/crime/uber-carjacking-suspects-houston/285-c31d5521-e735-4adc-92fb-a3496d66ac7a,['https://cw39.com/crime/woman-followed-home-and-carjacked-in-her-driveway-police-looking-for-suspect/']
Texas,San Antonio,03/12/2021,Uber,No,,https://www.ksat.com/news/local/2021/06/01/sapd-suspect-stole-uber-drivers-car-at-gunpoint-before-robbing-another-driver/,
Virginia,Hampton,10/01/2020,Uber  ,Yes,,https://www.dailypress.com/news/crime/dp-nw-hampton-uber-carjackings-20201110-jmxideqh6vhmrhvr4sgdsnvpam-story.html,
Virginia,Hampton,10/08/2020,Lyft,Yes,,https://www.dailypress.com/news/crime/dp-nw-hampton-uber-carjackings-20201110-jmxideqh6vhmrhvr4sgdsnvpam-story.html,
Washington DC,,09/27/2020,Uber,No,,https://www.washingtonpost.com/local/public-safety/washingtondc-carjackings/2020/10/02/a755ef96-0404-11eb-b7ed-141dd88560ea_story.html,['https://www.facebook.com/warkaw.anagaw.9/videos/815273789298624']
Washington DC,,01/16/2021,Uber,Unclear,,https://www.wusa9.com/article/news/local/dc/uber-driver-carjacked-capitol-hill-teen-involved-driver-still-fearful/65-ef408eaa-b7b4-40f0-8168-09713c624f34,
Washington DC,,02/20/2021,Lyft,Yes,,https://mpdc.dc.gov/release/arrests-made-carjacking-and-robbery-offenses-first-district,['https://mpdc.dc.gov/release/arrests-made-carjacking-and-robbery-offenses-first-district']
Washington DC,,02/27/2021,Lyft,No,,https://www.wusa9.com/article/news/local/washington-dc-carjackings-14-year-old-arrested-lyft-driver/65-82e9cc1a-567c-4bc6-9771-e8336981c485,
Washington DC,,03/23/2021,Uber Eats,No,Yes,https://www.nbcnews.com/news/us-news/two-teen-girls-charged-carjacking-crash-left-d-c-uber-n1262032?ck_subscriber_id=1212699227,"['https://www.gofundme.com/f/help-the-anwars-find-peace', 'https://www.thedailybeast.com/15-year-old-pleads-guilty-to-murder-in-carjacking-that-killed-uber-eats-driver', 'https://mpdc.dc.gov/release/arrests-made-homicide-and-armed-carjacking-taser-offense-1200-block-van-street-southeast']"
Washington,Seattle,12/13/2020,Uber,Yes,Yes,https://www.seattletimes.com/seattle-news/crime/nevada-couple-charged-with-first-degree-murder-accused-of-killing-issaquah-uber-driver-in-botched-carjacking/,
Wisconsin,Kenosha,11/20/2020,Lyft,Unclear,,https://www.kenoshanews.com/news/local/lyft-driver-has-car-stolen-at-gunpoint/article_d5ae1db8-d54b-541d-a628-c6225732363b.html,
Wisconsin,Milwaukee,02/20/2021,Lyft,Yes,,https://www.cbs58.com/news/crime-stoppers-crime-of-the-week-milwaukee-lyft-driver-armed-with-gun-saves-himself-from-carjacking,
